"Index","TBILLS.Close"
1972-01-31,100
1972-02-29,100.279166666667
1972-03-31,100.568304930556
1972-04-30,100.889285437126
1972-05-31,101.194475525573
1972-06-30,101.515767985367
1972-07-31,101.85922966705
1972-08-31,102.181783894329
1972-09-30,102.569223158262
1972-10-31,102.958131462737
1972-11-30,103.366532050873
1972-12-31,103.786889281213
1973-01-31,104.231443123634
1973-02-28,104.724805287753
1973-03-31,105.23533871353
1973-04-30,105.796593853336
1973-05-31,106.345854503091
1973-06-30,106.959115597392
1973-07-31,107.629392721803
1973-08-31,108.375623178007
1973-09-30,109.157733925275
1973-10-31,109.792668077607
1973-11-30,110.466063108483
1973-12-31,111.138064992393
1974-01-31,111.828973296429
1974-02-28,112.52604056331
1974-03-31,113.225577448812
1974-04-30,114.006833933209
1974-05-31,114.852384618213
1974-06-30,115.625724007976
1974-07-31,116.332968019825
1974-08-31,117.076529573752
1974-09-30,117.94777408133
1974-10-31,118.549307729144
1974-11-30,119.319878229384
1974-12-31,120.062644471362
1975-01-31,120.769013029668
1975-02-28,121.340653024675
1975-03-31,121.886685963286
1975-04-30,122.4483804411
1975-05-31,123.009602184789
1975-06-30,123.542643794256
1975-07-31,124.145943704785
1975-08-31,124.792537161581
1975-09-30,125.453937608537
1975-10-31,126.141843366424
1975-11-30,126.721044663881
1975-12-31,127.306073486746
1976-01-31,127.857733138522
1976-02-29,128.36170570331
1976-03-31,128.89654614374
1976-04-30,129.430392672352
1976-05-31,129.959978695703
1976-06-30,130.554545598236
1976-07-31,131.138777189788
1976-08-31,131.703766754848
1976-09-30,132.262410232166
1976-10-31,132.820116728645
1976-11-30,133.361358704314
1976-12-31,133.852573042209
1977-01-31,134.336673181378
1977-02-28,134.865064095891
1977-03-31,135.393285596933
1977-04-30,135.905523527442
1977-05-31,136.436687615228
1977-06-30,137.008584730815
1977-07-31,137.577170357448
1977-08-31,138.196267624057
1977-09-30,138.836576997382
1977-10-31,139.518033196144
1977-11-30,140.236551067104
1977-12-31,140.942408374142
1978-01-31,141.66238917692
1978-02-28,142.420282959016
1978-03-31,143.182231472847
1978-04-30,143.954222337538
1978-05-31,144.715980097407
1978-06-30,145.517947820447
1978-07-31,146.368015165632
1978-08-31,147.192554984398
1978-09-30,148.11741487155
1978-10-31,149.102395680446
1978-11-30,150.189600648949
1978-12-31,151.317274233822
1979-01-31,152.484939199993
1979-02-28,153.665426770966
1979-03-31,154.875542006787
1979-04-30,156.093896270574
1979-05-31,157.337444310863
1979-06-30,158.592210429242
1979-07-31,159.775043998693
1979-08-31,160.997323085283
1979-09-30,162.313476201506
1979-10-31,163.682319850805
1979-11-30,165.335511281298
1979-12-31,166.918598801817
1980-01-31,168.593348743128
1980-02-29,170.279282230559
1980-03-31,172.267292850601
1980-04-30,174.311531392428
1980-05-31,175.820778735068
1980-06-30,176.956287931065
1980-07-31,178.118300888479
1980-08-31,179.397784016528
1980-09-30,180.886785623865
1980-10-31,182.611239646813
1980-11-30,184.545397026738
1980-12-31,186.772244817528
1981-01-31,188.997947401603
1981-02-28,191.295847445428
1981-03-31,193.562703237656
1981-04-30,195.572529306274
1981-05-31,197.994369127517
1981-06-30,200.485798272371
1981-07-31,202.871579271812
1981-08-31,205.385496258289
1981-09-30,208.041815343229
1981-10-31,210.527915036581
1981-11-30,212.764774133845
1981-12-31,214.603416390318
1982-01-31,216.584921268322
1982-02-28,218.844623946888
1982-03-31,221.113313215137
1982-04-30,223.556615326165
1982-05-31,225.855522520435
1982-06-30,228.019971277923
1982-07-31,230.444583639178
1982-08-31,232.39760148552
1982-09-30,234.028257989277
1982-10-31,235.514337427509
1982-11-30,237.064806815573
1982-12-31,238.700553982601
1983-01-31,240.275977638886
1983-02-28,241.897840487948
1983-03-31,243.496382050506
1983-04-30,245.24955600127
1983-05-31,246.900903011679
1983-06-30,248.676532005838
1983-07-31,250.49808760278
1983-08-31,252.422747909195
1983-09-30,254.370610113894
1983-10-31,256.216916792304
1983-11-30,258.033921760556
1983-12-31,259.943372781585
1984-01-31,261.886449493127
1984-02-29,263.826591606455
1984-03-31,265.836070812524
1984-04-30,267.989342986106
1984-05-31,270.160056664293
1984-06-30,272.35510712469
1984-07-31,274.606576010255
1984-08-31,276.98649966901
1984-09-30,279.440138411911
1984-10-31,281.820036924053
1984-11-30,283.936035701291
1984-12-31,285.933052485723
1985-01-31,287.803531204067
1985-02-28,289.734213225895
1985-03-31,291.786497236245
1985-04-30,293.775508525739
1985-05-31,295.697289977344
1985-06-30,297.45668885271
1985-07-31,299.14971317343
1985-08-31,300.964554766682
1985-09-30,302.755293867543
1985-10-31,304.531458258233
1985-11-30,306.35610924563
1985-12-31,308.184034030796
1986-01-31,309.994615230727
1986-02-28,311.795167287525
1986-03-31,313.619169016157
1986-04-30,315.276123625793
1986-05-31,316.878777254224
1986-06-30,318.542390834808
1986-07-31,320.124484709288
1986-08-31,321.66908534801
1986-09-30,323.054942990718
1986-10-31,324.454847743678
1986-11-30,325.860818750567
1986-12-31,327.324476928121
1987-01-31,328.871085081607
1987-02-28,330.405816811988
1987-03-31,331.906409896675
1987-04-30,333.458072362942
1987-05-31,334.994758313082
1987-06-30,336.580400169097
1987-07-31,338.187571579904
1987-08-31,339.898237046146
1987-09-30,341.668540364095
1987-10-31,343.550564573934
1987-11-30,345.059324136687
1987-12-31,346.557456702314
1988-01-31,348.197828664038
1988-02-29,349.834358458759
1988-03-31,351.472749370875
1988-04-30,353.145173869964
1988-05-31,354.905013986416
1988-06-30,356.806713353027
1988-07-31,358.757256719357
1988-08-31,360.835059164523
1988-09-30,363.030139107774
1988-10-31,365.223446198217
1988-11-30,367.463483334899
1988-12-31,369.861182563659
1989-01-31,372.357745545964
1989-02-28,374.961146783573
1989-03-31,377.682739773977
1989-04-30,380.483886760634
1989-05-31,383.150444667015
1989-06-30,385.899549107501
1989-07-31,388.468996938641
1989-08-31,390.994045418743
1989-09-30,393.564831267371
1989-10-31,396.159079446808
1989-11-30,398.724209486226
1989-12-31,401.246140111227
1990-01-31,403.770647076093
1990-02-28,406.374967749734
1990-03-31,409.006245665913
1990-04-30,411.664786262742
1990-05-31,414.337176833564
1990-06-30,417.013104433947
1990-07-31,419.702838957546
1990-08-31,422.322484177373
1990-09-30,424.923286809099
1990-10-31,427.451580365613
1990-11-30,429.984230979279
1990-12-31,432.499638730508
1991-01-31,434.820720125028
1991-02-28,437.063670339673
1991-03-31,439.263557480383
1991-04-30,441.364701496997
1991-05-31,443.391301084704
1991-06-30,445.434595997203
1991-07-31,447.491019048724
1991-08-31,449.553206828173
1991-09-30,451.549972321835
1991-10-31,453.472822620639
1991-11-30,455.294271791498
1991-12-31,456.944713526742
1992-01-31,458.422168100479
1992-02-29,459.8891190384
1992-03-31,461.395255903251
1992-04-30,462.952464891925
1992-05-31,464.379901658675
1992-06-30,465.811739688789
1992-07-31,467.197529614363
1992-08-31,468.435603067841
1992-09-30,469.66915015592
1992-10-31,470.721991834186
1992-11-30,471.88310608071
1992-12-31,473.16898754478
1993-01-31,474.383454612812
1993-02-28,475.529881294793
1993-03-31,476.698892252976
1993-04-30,477.846942085152
1993-05-31,479.005720919708
1993-06-30,480.227185508053
1993-07-31,481.439759151461
1993-08-31,482.655394543319
1993-09-30,483.866055157965
1993-10-31,485.043462558849
1993-11-30,486.26819730181
1993-12-31,487.54059908475
1994-01-31,488.763513420788
1994-02-28,489.969130087226
1994-03-31,491.34104365147
1994-04-30,492.765932678059
1994-05-31,494.355102810946
1994-06-30,496.068867167357
1994-07-31,497.784438666311
1994-08-31,499.555721627232
1994-09-30,501.454033369415
1994-10-31,503.405525315945
1994-11-30,505.515633476227
1994-12-31,507.857855911334
1995-01-31,510.198234197325
1995-02-28,512.676947285134
1995-03-31,515.137796632103
1995-04-30,517.584701166105
1995-05-31,520.038915290801
1995-06-30,522.47876453504
1995-07-31,524.847334934266
1995-08-31,527.217895397052
1995-09-30,529.542047619261
1995-10-31,531.854381227198
1995-11-30,534.212268983972
1995-12-31,536.580610043135
1996-01-31,538.798476564646
1996-02-29,541.003060331257
1996-03-31,543.207647802106
1996-04-30,545.471013001282
1996-05-31,547.748354480562
1996-06-30,550.048897569381
1996-07-31,552.359102939172
1996-08-31,554.743453066859
1996-09-30,557.124227052938
1996-10-31,559.403793681963
1996-11-30,561.748627917146
1996-12-31,564.089247200134
1997-01-31,566.472524269555
1997-02-28,568.842267662749
1997-03-31,571.255106948085
1997-04-30,573.735306204085
1997-05-31,576.192805765659
1997-06-30,578.507180202151
1997-07-31,580.946552145337
1997-08-31,583.420416213223
1997-09-30,585.899952982129
1997-10-31,588.307025288964
1997-11-30,590.79262247081
1997-12-31,593.293644572603
1998-01-31,595.874471926494
1998-02-28,598.387075949784
1998-03-31,600.9701134943
1998-04-30,603.484171802418
1998-05-31,605.933311732983
1998-06-30,608.402489978295
1998-07-31,610.922290290955
1998-08-31,613.452526776577
1998-09-30,615.891000570514
1998-10-31,618.077413622539
1998-11-30,620.256136505558
1998-12-31,622.540746608354
1999-01-31,624.807832493919
1999-02-28,627.083174350585
1999-03-31,629.460864719997
1999-04-30,631.753151369019
1999-05-31,634.08537341949
1999-06-30,636.479045704148
1999-07-31,638.945402006252
1999-08-31,641.405341803976
1999-09-30,643.992343349252
1999-10-31,646.536113105482
1999-11-30,649.213850173927
1999-12-31,652.000059614257
2000-01-31,654.809093204428
2000-02-29,657.826671775612
2000-03-31,660.907493355094
2000-04-30,664.05781907342
2000-05-31,667.189958453383
2000-06-30,670.236792596987
2000-07-31,673.426002668428
2000-08-31,676.809968331836
2000-09-30,680.267339253398
2000-10-31,683.697020422134
2000-11-30,687.223757552478
2000-12-31,690.67705693418
2001-01-31,693.97503988104
2001-02-28,696.785638792559
2001-03-31,699.532135518799
2001-04-30,701.980497993115
2001-05-31,704.23853526166
2001-06-30,706.321907595142
2001-07-31,708.423215270238
2001-08-31,710.465835540933
2001-09-30,712.419616588671
2001-10-31,713.814771671157
2001-11-30,715.010411413706
2001-12-31,716.053134930351
2002-01-31,717.073510647627
2002-02-28,718.107291625477
2002-03-31,719.160515653195
2002-04-30,720.215284409486
2002-05-31,721.25959657188
2002-06-30,722.287391496995
2002-07-31,723.292574783495
2002-08-31,724.305184388192
2002-09-30,725.307139893262
2002-10-31,726.237950722792
2002-11-30,727.097332297814
2002-12-31,727.824429630111
2003-01-31,728.552254059741
2003-02-28,729.256521238666
2003-03-31,729.97362348455
2003-04-30,730.654932199803
2003-05-31,731.330788012088
2003-06-30,731.995080144532
2003-07-31,732.537976495639
2003-08-31,733.111797910561
2003-09-30,733.698287348889
2003-10-31,734.266903521584
2003-11-30,734.842079262676
2003-12-31,735.399334506117
2004-01-31,735.969268990359
2004-02-29,736.521245942102
2004-03-31,737.098187584757
2004-04-30,737.669438680135
2004-05-31,738.259574231079
2004-06-30,738.91170352165
2004-07-31,739.718348797994
2004-08-31,740.593682177405
2004-09-30,741.562625578254
2004-10-31,742.600813254064
2004-11-30,743.758032854718
2004-12-31,745.121589248285
2005-01-31,746.475226802086
2005-02-28,748.01794227081
2005-03-31,749.713449606624
2005-04-30,751.419047704479
2005-05-31,753.19740611738
2005-06-30,755.036463117316
2005-07-31,756.961806098265
2005-08-31,759.068683125239
2005-09-30,761.244680016864
2005-10-31,763.445945883247
2005-11-30,765.920783157818
2005-12-31,768.384495010309
2006-01-31,770.939373456218
2006-02-28,773.746877674555
2006-03-31,776.654876356482
2006-04-30,779.580276390758
2006-05-31,782.601149961772
2006-06-30,785.692424504121
2006-07-31,788.881026260233
2006-08-31,792.148308510661
2006-09-30,795.396116575555
2006-10-31,798.557816138943
2006-11-30,801.851867130516
2006-12-31,805.126095587965
2007-01-31,808.406984427486
2007-02-28,811.768610137731
2007-03-31,815.157744085056
2007-04-30,818.486304873403
2007-05-31,821.753429373689
2007-06-30,824.903484186289
2007-07-31,828.120607774615
2007-08-31,831.446892215843
2007-09-30,834.156023339646
2007-10-31,836.741907011999
2007-11-30,839.419481114438
2007-12-31,841.573991115965
2008-01-31,843.881306474941
2008-02-29,845.231516565301
2008-03-31,846.50640743612
2008-04-30,847.465781364548
2008-05-31,848.461553657651
2008-06-30,849.769598552874
2008-07-31,851.093822843952
2008-08-31,852.264076850362
2008-09-30,853.464348758593
2008-10-31,854.104447020162
2008-11-30,854.417618650736
2008-12-31,854.424738797558
2009-01-31,854.503061065281
2009-02-28,854.673961677494
2009-03-31,854.859141035858
2009-04-30,855.008741385539
2009-05-31,855.108492405367
2009-06-30,855.208255062815
2009-07-31,855.343663036533
2009-08-31,855.471964585989
2009-09-30,855.578898581562
2009-10-31,855.67871611973
2009-11-30,855.714369399568
2009-12-31,855.757155118038
2010-01-31,855.799942975794
2010-02-28,855.856996305326
2010-03-31,855.949714146592
2010-04-30,856.063840775145
2010-05-31,856.177982620582
2010-06-30,856.292139684931
2010-07-31,856.420583505884
2010-08-31,856.527636078822
2010-09-30,856.627564303032
2010-10-31,856.741781311605
2010-11-30,856.827455489737
2010-12-31,856.948839379264
2011-01-31,857.034534263202
2011-02-28,857.141663579985
2011-03-31,857.248806287932
2011-04-30,857.313099948404
2011-05-31,857.341677051736
2011-06-30,857.384544135588
2011-07-31,857.405978749192
2011-08-31,857.477429247421
2011-09-30,857.491720537908
2011-10-31,857.506012066584
2011-11-30,857.513157950018
2011-12-31,857.520303893001
2012-01-31,857.534595898066
2012-02-29,857.577472627861
2012-03-31,857.634644459369
2012-04-30,857.684673146963
2012-05-31,857.756146869725
2012-06-30,857.806182644959
2012-07-31,857.870518108658
2012-08-31,857.949156239484
2012-09-30,858.013502426202
2012-10-31,858.085003551405
2012-11-30,858.163661343397
2012-12-31,858.220872254153
2013-01-31,858.256631457164
2013-02-28,858.306696427332
2013-03-31,858.385374541171
2013-04-30,858.435447021353
2013-05-31,858.471215164978
2013-06-30,858.499830872151
2013-07-31,858.52844753318
2013-08-31,858.557065148097
2013-09-30,858.578529074726
2013-10-31,858.592838716877
2013-11-30,858.621458478168
2013-12-31,858.664389551092
2014-01-31,858.714478307149
2014-02-28,858.728790215121
2014-03-31,858.76457058138
2014-04-30,858.800352438488
2014-05-31,858.821822447298
2014-06-30,858.85044984138
2014-07-31,858.879078189708
2014-08-31,858.900550166663
2014-09-30,858.922022680417
2014-10-31,858.936338047462
2014-11-30,858.943495850279
2014-12-31,858.95781157521
2015-01-31,858.986443502262
2015-02-28,859.000759942987
2015-03-31,859.01507662232
2015-04-30,859.036551999235
2015-05-31,859.043710637169
2015-06-30,859.050869334758
2015-07-31,859.058028092002
2015-08-31,859.115298627208
2015-09-30,859.17257298045
2015-10-31,859.165413209008
2015-11-30,859.222690903222
2015-12-31,859.380215063221
2016-01-31,859.494799091896
2016-02-29,859.723997704987
2016-03-31,859.960421804356
2016-04-30,860.110914878172
2016-05-31,860.268601879233
2016-06-30,860.512344649766
2016-07-31,860.698788991107
2016-08-31,860.89244621863
2016-09-30,861.12919164134
2016-10-31,861.330121786056
2016-11-30,861.574165320562
2016-12-31,861.91879498669
