"Index","US10YR.Close"
1971-12-31,100
1972-01-31,99.0095498725299
1972-02-29,99.8795234248913
1972-03-31,99.7912689257453
1972-04-30,100.152725589257
1972-05-31,101.334002733426
1972-06-30,101.096446044466
1972-07-31,101.838883541193
1972-08-31,100.129541045383
1972-09-30,99.7935072485823
1972-10-31,101.28419734802
1972-11-30,102.791930548562
1972-12-31,102.354611220423
1973-01-31,101.935998963861
1973-02-28,101.755372380876
1973-03-31,101.659738009011
1973-04-30,102.449533300239
1973-05-31,101.342082890064
1973-06-30,101.855135440679
1973-07-31,98.9662177629047
1973-08-31,100.830445297402
1973-09-30,103.95836175441
1973-10-31,105.978069331761
1973-11-30,106.723388957611
1973-12-31,105.718809322506
1974-01-31,105.575574631875
1974-02-28,106.11645604933
1974-03-31,103.775750434596
1974-04-30,102.627119168028
1974-05-31,104.279436180178
1974-06-30,104.069047143825
1974-07-31,102.955381301317
1974-08-31,102.100935545602
1974-09-30,103.973343245656
1974-10-31,105.73080338895
1974-11-30,107.51204370137
1974-12-31,109.997067500626
1975-01-31,109.683344572395
1975-02-28,110.905929613429
1975-03-31,107.453034708672
1975-04-30,106.009938824267
1975-05-31,108.68523107469
1975-06-30,110.00519140967
1975-07-31,108.956979276282
1975-08-31,109.554900241388
1975-09-30,108.410618099778
1975-10-31,113.391754219339
1975-11-30,112.378254500082
1975-12-31,116.072892990705
1976-01-31,116.50524908343
1976-02-29,117.502428577609
1976-03-31,119.154758884178
1976-04-30,119.833214748509
1976-05-31,118.233952857313
1976-06-30,119.826515128359
1976-07-31,120.61137880245
1976-08-31,123.065183300978
1976-09-30,124.789053226073
1976-10-31,126.70518418441
1976-11-30,131.177890790585
1976-12-31,133.824312079988
1977-01-31,129.074176804329
1977-02-28,129.420801284197
1977-03-31,130.494976156794
1977-04-30,131.029302674949
1977-05-31,132.483378076735
1977-06-30,134.977223228728
1977-07-31,133.716821908197
1977-08-31,135.857004936213
1977-09-30,135.449340073918
1977-10-31,134.32032600706
1977-11-30,135.824971573479
1977-12-31,134.536303909737
1978-01-31,133.942202250055
1978-02-28,133.920065080404
1978-03-31,133.823110561194
1978-04-30,133.922347839814
1978-05-31,133.234226821343
1978-06-30,132.407398047615
1978-07-31,133.885130420831
1978-08-31,136.36015852256
1978-09-30,135.776951058191
1978-10-31,133.207604266569
1978-11-30,135.073730395493
1978-12-31,133.540229306012
1979-01-31,136.299031880358
1979-02-28,135.379937290729
1979-03-31,136.940173024333
1979-04-30,135.874602057114
1979-05-31,139.489013961434
1979-06-30,142.828633949558
1979-07-31,142.020445232593
1979-08-31,140.9845486701
1979-09-30,140.270972957746
1979-10-31,130.522102513241
1979-11-30,134.408875966512
1979-12-31,135.984409140342
1980-01-31,130.690619767345
1980-02-29,120.327811646165
1980-03-31,122.141213463582
1980-04-30,137.283865243326
1980-05-31,142.8309906821
1980-06-30,145.469355313345
1980-07-31,140.811293560922
1980-08-31,135.577041536063
1980-09-30,134.45821981959
1980-10-31,131.246228789979
1980-11-30,130.708194031549
1980-12-31,134.229825025922
1981-01-31,133.747982590984
1981-02-28,129.728720109573
1981-03-31,133.313416660444
1981-04-30,127.882046746138
1981-05-31,133.598792454005
1981-06-30,132.540559467745
1981-07-31,128.53043051915
1981-08-31,125.32881730719
1981-09-30,124.277156801048
1981-10-31,133.690716713799
1981-11-30,146.310396855676
1981-12-31,141.319424351058
1982-01-31,141.774721326523
1982-02-28,144.270313937288
1982-03-31,144.81888993267
1982-04-30,148.919954729873
1982-05-31,151.917535393845
1982-06-30,147.878653148057
1982-07-31,155.685295532848
1982-08-31,164.977806607625
1982-09-30,177.068718937351
1982-10-31,189.720723624843
1982-11-30,190.49927282748
1982-12-31,197.238575943419
1983-01-31,193.713331672561
1983-02-28,201.780518146214
1983-03-31,199.220882889072
1983-04-30,205.278791707055
1983-05-31,200.360596110406
1983-06-30,200.367008835364
1983-07-31,192.915358626662
1983-08-31,192.37030114719
1983-09-30,200.385196313877
1983-10-31,198.811751561826
1983-11-30,202.029859610899
1983-12-31,201.770605199983
1984-01-31,205.517002189622
1984-02-29,203.162404056287
1984-03-31,199.613256212391
1984-04-30,198.485871071873
1984-05-31,189.107574749929
1984-06-30,192.005130930252
1984-07-31,204.091111022003
1984-08-31,207.647201213747
1984-09-30,213.598927988962
1984-10-31,224.218716733012
1984-11-30,229.16827132703
1984-12-31,231.781272067215
1985-01-31,239.237237131996
1985-02-28,231.275474765531
1985-03-31,237.068434313384
1985-04-30,242.712073530474
1985-05-31,261.90588027329
1985-06-30,264.633905961412
1985-07-31,261.743651298497
1985-08-31,268.722562219983
1985-09-30,270.528901468183
1985-10-31,277.907331607399
1985-11-30,287.625450317921
1985-12-31,300.95937076193
1986-01-31,301.656296725872
1986-02-28,323.296942225493
1986-03-31,342.188960574725
1986-04-30,344.53526863727
1986-05-31,331.005743021566
1986-06-30,349.430900978149
1986-07-31,351.815656131476
1986-08-31,363.738129370752
1986-09-30,353.182329879811
1986-10-31,358.093276168453
1986-11-30,365.084967894162
1986-12-31,365.206585368488
1987-01-31,368.693827164042
1987-02-28,370.64013025087
1987-03-31,364.625290152737
1987-04-30,349.72658716937
1987-05-31,345.608424846147
1987-06-30,350.59355051867
1987-07-31,346.563175048513
1987-08-31,341.401772934025
1987-09-30,330.349695524712
1987-10-31,349.196495961381
1987-11-30,349.281608684513
1987-12-31,355.559354441849
1988-01-31,371.787787081121
1988-02-29,376.855040082651
1988-03-31,369.180234857346
1988-04-30,364.573870851937
1988-05-31,359.51245076354
1988-06-30,371.22227102712
1988-07-31,366.746216631355
1988-08-31,366.466414972068
1988-09-30,378.398193198683
1988-10-31,386.691687591811
1988-11-30,379.195942514697
1988-12-31,380.098089693457
1989-01-31,386.20502788272
1989-02-28,381.426113989805
1989-03-31,384.878212669885
1989-04-30,394.862832695865
1989-05-31,408.804719441768
1989-06-30,425.560220875199
1989-07-31,436.593101082577
1989-08-31,426.535907732411
1989-09-30,428.042644749238
1989-10-31,442.3887069462
1989-11-30,447.730046636554
1989-12-31,447.909042251258
1990-01-31,435.939156326804
1990-02-28,436.684830694055
1990-03-31,435.74510034425
1990-04-30,427.854195951728
1990-05-31,443.534302979433
1990-06-30,451.739524891155
1990-07-31,457.027530796793
1990-08-31,445.261000185566
1990-09-30,449.715784469784
1990-10-31,458.068989628048
1990-11-30,473.369596353617
1990-12-31,482.396403934911
1991-01-31,487.281055316822
1991-02-28,490.872541338145
1991-03-31,493.154927166737
1991-04-30,497.467427134665
1991-05-31,499.443842833597
1991-06-30,496.75505921497
1991-07-31,501.504210190203
1991-08-31,517.982277369166
1991-09-30,533.968891572512
1991-10-31,537.292847922551
1991-11-30,544.014839633132
1991-12-31,573.600053528854
1992-01-31,552.694670006796
1992-02-29,557.61321926865
1992-03-31,550.551280075731
1992-04-30,551.346496052554
1992-05-31,565.649301939556
1992-06-30,576.692185795598
1992-07-31,597.552248196165
1992-08-31,605.217976637481
1992-09-30,619.619629569843
1992-10-31,603.806431761877
1992-11-30,600.778479497883
1992-12-31,615.075377220664
1993-01-31,632.438156848436
1993-02-28,652.715418044098
1993-03-31,655.99531301977
1993-04-30,658.318179133929
1993-05-31,656.291119715214
1993-06-30,677.395230685294
1993-07-31,679.1459752425
1993-08-31,702.136343275552
1993-09-30,708.010094834806
1993-10-31,709.574013676739
1993-11-30,691.508885113353
1993-12-31,694.868465780195
1994-01-31,705.056762514647
1994-02-28,684.971935492644
1994-03-31,657.992966643481
1994-04-30,648.184505200202
1994-05-31,646.97093364244
1994-06-30,643.141116639542
1994-07-31,657.073397759077
1994-08-31,657.732047828071
1994-09-30,642.130677782525
1994-10-31,637.849104317124
1994-11-30,637.649606053022
1994-12-31,644.906884270377
1995-01-31,659.824465424557
1995-02-28,681.641641725154
1995-03-31,686.702742624692
1995-04-30,697.145533079982
1995-05-31,740.628280556579
1995-06-30,749.426224663323
1995-07-31,740.201697480949
1995-08-31,753.418935964638
1995-09-30,763.477387266932
1995-10-31,775.341372915108
1995-11-30,794.980888591864
1995-12-31,809.648809734641
1996-01-31,812.186794684536
1996-02-29,784.154154574727
1996-03-31,776.103016583379
1996-04-30,762.283814908463
1996-05-31,756.154067672796
1996-06-30,766.996741576259
1996-07-31,767.448989547533
1996-08-31,763.057867614135
1996-09-30,780.661358806958
1996-10-31,805.010813356313
1996-11-30,827.792644715358
1996-12-31,809.640094487689
1997-01-31,808.101799204797
1997-02-28,810.741994039812
1997-03-31,794.362048757018
1997-04-30,810.37484353519
1997-05-31,817.835192606816
1997-06-30,831.887437473029
1997-07-31,866.688536855141
1997-08-31,850.730327039157
1997-09-30,869.067756470241
1997-10-31,891.732304912222
1997-11-30,894.73703694972
1997-12-31,906.51146091013
1998-01-31,926.014851247631
1998-02-28,923.973654043115
1998-03-31,924.812021676561
1998-04-30,928.483668520762
1998-05-31,941.335986815766
1998-06-30,954.320279748969
1998-07-31,954.287919915068
1998-08-31,992.048070942154
1998-09-30,1044.65324157333
1998-10-31,1031.95638213755
1998-11-30,1027.80501627023
1998-12-31,1039.19409109588
1999-01-31,1042.39797532332
1999-02-28,995.962732166597
1999-03-31,1003.42152382618
1999-04-30,999.354352895951
1999-05-31,982.656744470925
1999-06-30,974.741365489613
1999-07-31,971.456830696802
1999-08-31,971.91035607197
1999-09-30,982.563204434871
1999-10-31,978.633148450841
1999-11-30,971.993558355313
1999-12-31,957.880931658464
2000-01-31,947.147623699114
2000-02-29,970.38444106871
2000-03-31,1003.68331225159
2000-04-30,993.95498382217
2000-05-31,994.738754024725
2000-06-30,1019.16133655222
2000-07-31,1023.52604498856
2000-08-31,1052.572876308
2000-09-30,1052.06813605265
2000-10-31,1059.52563025567
2000-11-30,1088.03108230331
2000-12-31,1123.35178318836
2001-01-31,1122.0714196554
2001-02-28,1150.62325738455
2001-03-31,1154.4411675056
2001-04-30,1122.01575302564
2001-05-31,1120.16298613468
2001-06-30,1126.0875949519
2001-07-31,1161.78686105557
2001-08-31,1186.75544671768
2001-09-30,1215.11547403787
2001-10-31,1249.14337789687
2001-11-30,1206.40476893777
2001-12-31,1184.03599234331
2002-01-31,1189.03854441096
2002-02-28,1211.76801420363
2002-03-31,1166.69926837037
2002-04-30,1200.00828241458
2002-05-31,1207.91322816469
2002-06-30,1233.87332974529
2002-07-31,1273.31673366875
2002-08-31,1316.35295341945
2002-09-30,1376.76122823141
2002-10-31,1347.05110968436
2002-11-30,1319.86806472767
2002-12-31,1366.93174694229
2003-01-31,1352.30015055772
2003-02-28,1389.31617098331
2003-03-31,1379.87169138499
2003-04-30,1377.47237099128
2003-05-31,1442.30519317772
2003-06-30,1425.86198202665
2003-07-31,1321.92025831631
2003-08-31,1331.09617041822
2003-09-30,1389.44856969804
2003-10-31,1352.67337433032
2003-11-30,1356.46653048543
2003-12-31,1369.03361038951
2004-01-31,1386.11999124154
2004-02-29,1410.19552159325
2004-03-31,1429.97096030482
2004-04-30,1358.22394996616
2004-05-31,1349.36780150514
2004-06-30,1358.89053380261
2004-07-31,1377.13521606263
2004-08-31,1423.68877438108
2004-09-30,1427.43274806495
2004-10-31,1442.83303541396
2004-11-30,1411.76954099033
2004-12-31,1430.58758206747
2005-01-31,1447.25722120999
2005-02-28,1426.6711864115
2005-03-31,1415.91572093222
2005-04-30,1454.45118959579
2005-05-31,1484.51983214377
2005-06-30,1496.7699418021
2005-07-31,1460.64361807718
2005-08-31,1496.86513653684
2005-09-30,1463.36152931965
2005-10-31,1441.88454947118
2005-11-30,1456.58526647876
2005-12-31,1473.7203253092
2006-01-31,1462.670556226
2006-02-28,1465.86323752055
2006-03-31,1435.77356168137
2006-04-30,1418.16922645275
2006-05-31,1418.66631733676
2006-06-30,1421.42598861761
2006-07-31,1445.25799622761
2006-08-31,1479.77368877466
2006-09-30,1497.34906282165
2006-10-31,1506.70477782714
2006-11-30,1530.56307270878
2006-12-31,1506.02025875828
2007-01-31,1497.73407454435
2007-02-28,1535.94095289479
2007-03-31,1530.82478223748
2007-04-30,1539.18487424138
2007-05-31,1512.58420158902
2007-06-30,1503.45854252145
2007-07-31,1539.35805317108
2007-08-31,1574.91590210449
2007-09-30,1574.61722317502
2007-10-31,1594.47555858222
2007-11-30,1666.99331921267
2007-12-31,1662.98857742521
2008-01-31,1719.69172106936
2008-02-29,1745.08391201437
2008-03-31,1761.93732822567
2008-04-30,1720.40135254928
2008-05-31,1685.1431226361
2008-06-30,1700.49111493804
2008-07-31,1706.14524789521
2008-08-31,1734.31564102497
2008-09-30,1736.9951496418
2008-10-31,1719.86211343102
2008-11-30,1885.5727771475
2008-12-31,2004.39485735992
2009-01-31,1900.81222370158
2009-02-28,1880.91238952148
2009-03-31,1936.41048128784
2009-04-30,1866.58490843781
2009-05-31,1822.97078841441
2009-06-30,1819.09567913717
2009-07-31,1825.96877542082
2009-08-31,1849.7646937486
2009-09-30,1869.0775326355
2009-10-31,1858.51151930664
2009-11-30,1895.3657558571
2009-12-31,1800.56240325028
2010-01-31,1839.30340989328
2010-02-28,1847.93150541438
2010-03-31,1818.4799847853
2010-04-30,1846.9322888867
2010-05-31,1911.93505984861
2010-06-30,1973.08136781053
2010-07-31,1983.05987511593
2010-08-31,2070.03747084005
2010-09-30,2063.38785862948
2010-10-31,2049.70240740078
2010-11-30,2022.23208862603
2010-12-31,1943.16988579922
2011-01-31,1928.90945397841
2011-02-28,1934.40684592225
2011-03-31,1931.80816879317
2011-04-30,1961.87561760387
2011-05-31,2012.65271430329
2011-06-30,1995.51094692131
2011-07-31,2063.00333901645
2011-08-31,2176.38638628935
2011-09-30,2241.53641526318
2011-10-31,2195.00304238449
2011-11-30,2216.72091423607
2011-12-31,2258.76687894922
2012-01-31,2274.6548676273
2012-02-29,2247.31475526687
2012-03-31,2200.92466896864
2012-04-30,2260.74480790271
2012-05-31,2339.37130314439
2012-06-30,2325.30530914405
2012-07-31,2362.94457266578
2012-08-31,2352.8478248455
2012-09-30,2338.64407362477
2012-10-31,2326.88240689403
2012-11-30,2351.61431201973
2012-12-31,2320.46963919803
2013-01-31,2273.72561078121
2013-02-28,2304.36458066269
2013-03-31,2312.17861007374
2013-04-30,2351.78002025084
2013-05-31,2258.30707581179
2013-06-30,2190.92001890734
2013-07-31,2180.17770030358
2013-08-31,2150.85371962201
2013-09-30,2182.14386451069
2013-10-31,2200.33610417043
2013-11-30,2170.63488937473
2013-12-31,2121.69131175012
2014-01-31,2195.54805526052
2014-02-28,2202.34938867652
2014-03-31,2193.82266955936
2014-04-30,2210.29631473615
2014-05-31,2252.19688805268
2014-06-30,2246.95931366423
2014-07-31,2241.85205846991
2014-08-31,2292.3751385398
2014-09-30,2262.61413758661
2014-10-31,2301.45902408636
2014-11-30,2340.94108513804
2014-12-31,2347.28749392105
2015-01-31,2456.97417972783
2015-02-28,2389.49151513315
2015-03-31,2406.44585619653
2015-04-30,2386.51804762166
2015-05-31,2375.61624689787
2015-06-30,2331.3831121537
2015-07-31,2367.17899075067
2015-08-31,2369.40589399823
2015-09-30,2405.73295859541
2015-10-31,2388.33552650623
2015-11-30,2381.97548517608
2015-12-31,2373.64376822517
2016-01-31,2449.00593417163
2016-02-29,2497.7315015961
2016-03-31,2492.24026733559
2016-04-30,2484.59963729966
2016-05-31,2486.1292541415
2016-06-30,2570.48520662837
2016-07-31,2580.82580921007
2016-08-31,2555.42974324596
2016-09-30,2554.08996017791
2016-10-31,2501.75326826138
2016-11-30,2388.18138232338
2016-12-31,2376.04800886261
